"time","zip","sex","race","age","tests","cases","date"
16,46409,"male","black","75+",1,0,2020-08-24
16,46409,"male","other","75+",1,0,2020-08-24
16,46410,"female","black","0-17",1,0,2020-08-24
16,46410,"female","black","18-34",1,0,2020-08-24
16,46410,"female","black","35-64",4,0,2020-08-24
16,46410,"female","black","65-74",7,0,2020-08-24
16,46410,"female","black","75+",2,0,2020-08-24
16,46410,"female","other","35-64",2,0,2020-08-24
16,46410,"female","other","65-74",2,0,2020-08-24
16,46410,"female","white","35-64",9,0,2020-08-24
16,46410,"female","white","65-74",5,0,2020-08-24
16,46410,"female","white","75+",1,0,2020-08-24
16,46410,"male","black","0-17",1,0,2020-08-24
16,46410,"male","black","18-34",1,0,2020-08-24
16,46410,"male","black","35-64",1,0,2020-08-24
16,46410,"male","white","18-34",1,0,2020-08-24
16,46410,"male","white","35-64",3,0,2020-08-24
16,46410,"male","white","65-74",5,0,2020-08-24
16,46410,"male","white","75+",3,0,2020-08-24
16,46574,"female","white","65-74",1,0,2020-08-24
16,47951,"female","white","35-64",1,0,2020-08-24
16,47963,"female","white","65-74",1,0,2020-08-24
16,47978,"female","white","35-64",1,0,2020-08-24
16,47978,"male","white","0-17",1,0,2020-08-24
16,47978,"male","white","65-74",1,0,2020-08-24
16,48161,"male","white","35-64",1,0,2020-08-24
16,49031,"female","white","35-64",1,0,2020-08-24
16,49085,"female","white","65-74",1,0,2020-08-24
16,53217,"female","other","18-34",1,0,2020-08-24
16,60401,"female","white","35-64",2,0,2020-08-24
16,60401,"female","white","75+",1,0,2020-08-24
16,60401,"male","white","35-64",1,0,2020-08-24
16,60401,"male","white","65-74",1,0,2020-08-24
16,60409,"female","black","35-64",2,0,2020-08-24
16,60409,"male","black","35-64",2,0,2020-08-24
16,60409,"male","black","75+",1,0,2020-08-24
16,60409,"male","white","35-64",1,0,2020-08-24
16,60409,"male","white","75+",1,0,2020-08-24
16,60411,"female","other","18-34",1,0,2020-08-24
16,60411,"female","white","35-64",2,0,2020-08-24
16,60411,"female","white","75+",2,0,2020-08-24
16,60411,"male","black","35-64",1,0,2020-08-24
16,60411,"male","white","65-74",1,0,2020-08-24
16,60417,"female","other","65-74",1,0,2020-08-24
16,60417,"female","white","35-64",1,0,2020-08-24
16,60417,"female","white","65-74",1,0,2020-08-24
16,60417,"female","white","75+",1,0,2020-08-24
16,60417,"male","other","65-74",1,0,2020-08-24
16,60419,"female","black","35-64",1,0,2020-08-24
16,60419,"male","black","35-64",1,0,2020-08-24
16,60425,"female","black","65-74",1,0,2020-08-24
16,60438,"female","black","35-64",2,0,2020-08-24
16,60438,"female","other","35-64",1,0,2020-08-24
16,60438,"female","white","35-64",3,0,2020-08-24
16,60438,"female","white","65-74",3,0,2020-08-24
16,60438,"female","white","75+",3,0,2020-08-24
16,60438,"male","black","35-64",1,0,2020-08-24
16,60438,"male","white","35-64",1,0,2020-08-24
16,60445,"female","white","35-64",1,0,2020-08-24
16,60451,"male","white","75+",1,0,2020-08-24
16,60459,"male","white","35-64",1,0,2020-08-24
16,60473,"female","black","75+",1,0,2020-08-24
16,60473,"female","white","75+",1,0,2020-08-24
16,60475,"female","white","18-34",1,0,2020-08-24
16,60475,"female","white","65-74",1,0,2020-08-24
16,60475,"male","white","75+",1,0,2020-08-24
16,60476,"male","white","65-74",1,0,2020-08-24
16,60477,"female","white","35-64",1,0,2020-08-24
16,60477,"male","white","35-64",1,0,2020-08-24
16,60487,"female","white","35-64",1,0,2020-08-24
16,60617,"female","other","18-34",1,0,2020-08-24
16,60617,"male","other","35-64",1,0,2020-08-24
16,60617,"male","other","75+",1,0,2020-08-24
16,60617,"male","white","18-34",1,0,2020-08-24
16,60619,"male","black","35-64",1,0,2020-08-24
16,60620,"male","black","35-64",1,0,2020-08-24
16,60633,"female","white","35-64",2,0,2020-08-24
16,60633,"female","white","75+",1,0,2020-08-24
16,60633,"male","black","65-74",1,0,2020-08-24
16,60633,"male","white","75+",2,0,2020-08-24
16,60643,"female","white","18-34",1,0,2020-08-24
16,60647,"male","other","35-64",1,0,2020-08-24
16,60827,"female","black","0-17",1,0,2020-08-24
16,60940,"female","white","65-74",1,0,2020-08-24
16,62439,"female","white","35-64",1,0,2020-08-24
16,70458,"female","black","65-74",1,1,2020-08-24
16,89052,"female","white","35-64",1,0,2020-08-24
16,90250,"female","black","65-74",1,0,2020-08-24
17,32159,"male","white","65-74",1,0,2020-08-31
17,35058,"male","white","35-64",1,0,2020-08-31
17,35160,"female","white","75+",1,0,2020-08-31
17,37043,"male","other","65-74",1,0,2020-08-31
17,46202,"female","white","18-34",1,0,2020-08-31
17,46303,"female","other","35-64",1,0,2020-08-31
17,46303,"female","other","65-74",1,0,2020-08-31
17,46303,"female","white","35-64",2,0,2020-08-31
17,46303,"female","white","65-74",4,0,2020-08-31
17,46303,"male","other","0-17",1,0,2020-08-31
17,46303,"male","white","18-34",1,0,2020-08-31
17,46303,"male","white","35-64",1,0,2020-08-31
17,46303,"male","white","65-74",2,0,2020-08-31
17,46303,"male","white","75+",4,0,2020-08-31
17,46304,"female","other","35-64",1,0,2020-08-31
17,46304,"female","white","18-34",4,0,2020-08-31
17,46304,"female","white","35-64",1,0,2020-08-31
17,46304,"female","white","75+",1,0,2020-08-31
17,46304,"male","other","35-64",1,0,2020-08-31
17,46304,"male","white","35-64",1,0,2020-08-31
17,46307,"female","black","35-64",1,0,2020-08-31
17,46307,"female","other","35-64",1,0,2020-08-31
17,46307,"female","white","18-34",4,0,2020-08-31
17,46307,"female","white","35-64",13,1,2020-08-31
17,46307,"female","white","65-74",10,0,2020-08-31
17,46307,"female","white","75+",4,0,2020-08-31
17,46307,"male","other","35-64",2,0,2020-08-31
17,46307,"male","other","75+",2,0,2020-08-31
17,46307,"male","white","0-17",1,0,2020-08-31
17,46307,"male","white","18-34",1,0,2020-08-31
17,46307,"male","white","35-64",14,0,2020-08-31
17,46307,"male","white","65-74",1,0,2020-08-31
17,46307,"male","white","75+",3,0,2020-08-31
17,46310,"female","white","35-64",1,0,2020-08-31
17,46310,"female","white","75+",1,0,2020-08-31
17,46310,"male","white","35-64",3,0,2020-08-31
17,46310,"male","white","65-74",1,0,2020-08-31
17,46310,"male","white","75+",1,0,2020-08-31
17,46311,"female","other","65-74",2,0,2020-08-31
17,46311,"female","white","0-17",1,0,2020-08-31
17,46311,"female","white","18-34",1,0,2020-08-31
17,46311,"female","white","35-64",13,0,2020-08-31
17,46311,"female","white","65-74",4,0,2020-08-31
17,46311,"male","other","35-64",2,0,2020-08-31
17,46311,"male","other","65-74",1,0,2020-08-31
17,46311,"male","white","0-17",3,0,2020-08-31
17,46311,"male","white","35-64",2,0,2020-08-31
17,46311,"male","white","65-74",2,0,2020-08-31
17,46311,"male","white","75+",1,0,2020-08-31
17,46312,"female","black","18-34",1,0,2020-08-31
17,46312,"female","black","35-64",3,0,2020-08-31
17,46312,"female","black","75+",3,0,2020-08-31
17,46312,"female","other","18-34",7,0,2020-08-31
17,46312,"female","other","35-64",5,0,2020-08-31
17,46312,"female","other","65-74",2,0,2020-08-31
17,46312,"female","other","75+",2,0,2020-08-31
17,46312,"female","white","18-34",1,0,2020-08-31
17,46312,"female","white","35-64",1,0,2020-08-31
17,46312,"male","black","35-64",3,0,2020-08-31
17,46312,"male","black","65-74",1,0,2020-08-31
17,46312,"male","black","75+",1,0,2020-08-31
17,46312,"male","other","0-17",1,0,2020-08-31
17,46312,"male","other","65-74",2,0,2020-08-31
17,46312,"male","other","75+",1,0,2020-08-31
17,46312,"male","white","75+",2,0,2020-08-31
17,46319,"female","black","18-34",1,0,2020-08-31
17,46319,"female","other","18-34",1,0,2020-08-31
17,46319,"female","other","35-64",2,0,2020-08-31
17,46319,"female","white","18-34",2,0,2020-08-31
17,46319,"female","white","35-64",6,0,2020-08-31
17,46319,"female","white","65-74",1,0,2020-08-31
17,46319,"female","white","75+",4,0,2020-08-31
17,46319,"male","white","18-34",2,0,2020-08-31
17,46319,"male","white","35-64",4,0,2020-08-31
17,46319,"male","white","65-74",1,0,2020-08-31
17,46319,"male","white","75+",4,0,2020-08-31
17,46320,"female","black","35-64",1,0,2020-08-31
17,46320,"female","black","65-74",1,0,2020-08-31
17,46320,"female","black","75+",1,0,2020-08-31
17,46320,"female","other","18-34",1,0,2020-08-31
17,46320,"female","other","35-64",1,0,2020-08-31
17,46320,"female","white","18-34",1,0,2020-08-31
17,46320,"female","white","35-64",1,0,2020-08-31
17,46320,"male","white","75+",1,0,2020-08-31
17,46321,"female","other","18-34",1,0,2020-08-31
17,46321,"female","other","65-74",1,0,2020-08-31
17,46321,"female","white","0-17",1,0,2020-08-31
17,46321,"female","white","18-34",2,0,2020-08-31
17,46321,"female","white","35-64",6,0,2020-08-31
17,46321,"female","white","65-74",5,0,2020-08-31
17,46321,"female","white","75+",3,0,2020-08-31
17,46321,"male","other","65-74",1,0,2020-08-31
17,46321,"male","other","75+",1,0,2020-08-31
17,46321,"male","white","0-17",1,0,2020-08-31
17,46321,"male","white","18-34",1,0,2020-08-31
17,46321,"male","white","35-64",5,0,2020-08-31
17,46321,"male","white","65-74",3,0,2020-08-31
17,46321,"male","white","75+",5,0,2020-08-31
17,46322,"female","other","35-64",2,0,2020-08-31
17,46322,"female","white","35-64",7,0,2020-08-31
17,46322,"female","white","65-74",3,0,2020-08-31
17,46322,"female","white","75+",6,0,2020-08-31
17,46322,"male","black","18-34",1,0,2020-08-31
17,46322,"male","other","65-74",1,0,2020-08-31
17,46322,"male","other","75+",2,0,2020-08-31
17,46322,"male","white","35-64",3,0,2020-08-31
17,46322,"male","white","65-74",5,0,2020-08-31
17,46322,"male","white","75+",4,0,2020-08-31
17,46323,"female","black","35-64",1,0,2020-08-31
17,46323,"female","black","65-74",1,0,2020-08-31
17,46323,"female","other","18-34",1,0,2020-08-31
17,46323,"female","white","18-34",3,0,2020-08-31
17,46323,"female","white","35-64",8,0,2020-08-31
17,46323,"female","white","75+",3,0,2020-08-31
17,46323,"male","black","0-17",1,0,2020-08-31
17,46323,"male","black","75+",2,0,2020-08-31
17,46323,"male","other","35-64",1,0,2020-08-31
17,46323,"male","white","0-17",1,0,2020-08-31
17,46323,"male","white","18-34",1,0,2020-08-31
17,46323,"male","white","35-64",3,0,2020-08-31
17,46323,"male","white","65-74",2,0,2020-08-31
17,46323,"male","white","75+",2,0,2020-08-31
17,46324,"female","black","18-34",1,0,2020-08-31
17,46324,"female","black","35-64",3,0,2020-08-31
17,46324,"female","black","65-74",1,0,2020-08-31
17,46324,"female","other","18-34",1,0,2020-08-31
17,46324,"female","other","35-64",2,0,2020-08-31
17,46324,"female","white","18-34",2,0,2020-08-31
17,46324,"female","white","35-64",3,0,2020-08-31
17,46324,"female","white","65-74",2,0,2020-08-31
17,46324,"female","white","75+",1,0,2020-08-31
17,46324,"male","other","35-64",3,0,2020-08-31
17,46324,"male","other","65-74",1,0,2020-08-31
17,46324,"male","white","18-34",1,0,2020-08-31
17,46324,"male","white","35-64",3,0,2020-08-31
17,46324,"male","white","65-74",1,0,2020-08-31
17,46324,"male","white","75+",2,0,2020-08-31
17,46327,"female","other","18-34",1,0,2020-08-31
17,46327,"female","other","35-64",1,0,2020-08-31
17,46327,"female","white","35-64",2,0,2020-08-31
17,46327,"female","white","65-74",2,0,2020-08-31
17,46327,"male","black","18-34",1,1,2020-08-31
17,46327,"male","other","18-34",1,0,2020-08-31
17,46327,"male","other","35-64",1,0,2020-08-31
17,46327,"male","white","35-64",1,0,2020-08-31
17,46327,"male","white","75+",1,0,2020-08-31
17,46341,"female","other","35-64",1,0,2020-08-31
17,46341,"female","white","18-34",2,0,2020-08-31
17,46341,"female","white","35-64",3,0,2020-08-31
17,46341,"male","white","65-74",1,0,2020-08-31
17,46342,"female","black","35-64",2,0,2020-08-31
17,46342,"female","other","18-34",1,0,2020-08-31
17,46342,"female","other","35-64",2,0,2020-08-31
17,46342,"female","other","65-74",2,0,2020-08-31
17,46342,"female","other","75+",1,0,2020-08-31
17,46342,"female","white","18-34",1,0,2020-08-31
17,46342,"female","white","35-64",10,0,2020-08-31
17,46342,"female","white","65-74",4,0,2020-08-31
17,46342,"female","white","75+",5,0,2020-08-31
17,46342,"male","black","35-64",1,0,2020-08-31
17,46342,"male","black","65-74",2,0,2020-08-31
17,46342,"male","other","65-74",1,0,2020-08-31
17,46342,"male","white","18-34",2,0,2020-08-31
17,46342,"male","white","35-64",2,0,2020-08-31
17,46342,"male","white","65-74",4,0,2020-08-31
17,46342,"male","white","75+",5,0,2020-08-31
17,46347,"female","white","0-17",1,0,2020-08-31
17,46347,"female","white","35-64",1,0,2020-08-31
17,46347,"female","white","65-74",1,0,2020-08-31
17,46347,"male","white","75+",2,0,2020-08-31
17,46349,"male","white","35-64",1,0,2020-08-31
17,46350,"female","black","35-64",1,0,2020-08-31
17,46350,"female","white","35-64",1,0,2020-08-31
17,46350,"female","white","65-74",1,0,2020-08-31
17,46356,"female","other","35-64",1,0,2020-08-31
17,46356,"female","white","18-34",3,0,2020-08-31
17,46356,"female","white","35-64",9,0,2020-08-31
17,46356,"female","white","65-74",2,0,2020-08-31
17,46356,"female","white","75+",1,0,2020-08-31
17,46356,"male","white","0-17",3,0,2020-08-31
17,46356,"male","white","35-64",2,0,2020-08-31
17,46356,"male","white","65-74",2,0,2020-08-31
17,46356,"male","white","75+",3,0,2020-08-31
17,46360,"female","white","35-64",1,0,2020-08-31
17,46360,"male","black","35-64",2,0,2020-08-31
17,46360,"male","white","18-34",1,0,2020-08-31
17,46360,"male","white","65-74",1,0,2020-08-31
17,46366,"female","white","35-64",1,0,2020-08-31
17,46366,"male","white","18-34",1,0,2020-08-31
17,46366,"male","white","65-74",2,0,2020-08-31
17,46366,"male","white","75+",1,0,2020-08-31
17,46368,"female","black","35-64",1,0,2020-08-31
17,46368,"female","other","35-64",3,0,2020-08-31
17,46368,"female","white","18-34",3,0,2020-08-31
17,46368,"female","white","35-64",6,0,2020-08-31
17,46368,"female","white","65-74",3,0,2020-08-31
17,46368,"female","white","75+",3,0,2020-08-31
17,46368,"male","black","35-64",1,0,2020-08-31
17,46368,"male","white","35-64",6,0,2020-08-31
17,46368,"male","white","65-74",3,0,2020-08-31
17,46368,"male","white","75+",4,0,2020-08-31
17,46373,"female","other","35-64",2,0,2020-08-31
17,46373,"female","white","18-34",1,0,2020-08-31
17,46373,"female","white","35-64",1,0,2020-08-31
17,46373,"female","white","65-74",3,0,2020-08-31
17,46373,"female","white","75+",1,0,2020-08-31
17,46373,"male","other","35-64",1,0,2020-08-31
17,46373,"male","white","35-64",6,0,2020-08-31
17,46373,"male","white","65-74",4,0,2020-08-31
17,46373,"male","white","75+",4,0,2020-08-31
17,46375,"female","other","18-34",1,0,2020-08-31
17,46375,"female","white","18-34",1,0,2020-08-31
17,46375,"female","white","35-64",6,0,2020-08-31
17,46375,"female","white","65-74",5,0,2020-08-31
17,46375,"female","white","75+",3,0,2020-08-31
17,46375,"male","black","65-74",1,0,2020-08-31
17,46375,"male","other","65-74",2,0,2020-08-31
17,46375,"male","white","18-34",1,0,2020-08-31
17,46375,"male","white","35-64",10,0,2020-08-31
17,46375,"male","white","65-74",9,0,2020-08-31
17,46375,"male","white","75+",7,0,2020-08-31
17,46383,"female","black","65-74",1,0,2020-08-31
17,46383,"female","white","35-64",8,1,2020-08-31
17,46383,"female","white","65-74",1,0,2020-08-31
17,46383,"female","white","75+",1,0,2020-08-31
17,46383,"male","white","35-64",2,0,2020-08-31
17,46383,"male","white","65-74",4,0,2020-08-31
17,46383,"male","white","75+",1,0,2020-08-31
17,46385,"female","black","18-34",1,0,2020-08-31
17,46385,"female","other","35-64",1,0,2020-08-31
17,46385,"female","white","35-64",10,0,2020-08-31
17,46385,"female","white","65-74",7,0,2020-08-31
17,46385,"female","white","75+",2,0,2020-08-31
17,46385,"male","other","35-64",1,0,2020-08-31
17,46385,"male","white","0-17",1,0,2020-08-31
17,46385,"male","white","18-34",2,0,2020-08-31
17,46385,"male","white","35-64",5,0,2020-08-31
17,46385,"male","white","65-74",4,0,2020-08-31
17,46385,"male","white","75+",2,0,2020-08-31
17,46390,"male","white","35-64",1,0,2020-08-31
17,46391,"female","white","35-64",1,0,2020-08-31
17,46391,"female","white","75+",1,0,2020-08-31
17,46392,"female","white","18-34",1,0,2020-08-31
17,46392,"female","white","65-74",1,0,2020-08-31
17,46392,"male","white","18-34",1,0,2020-08-31
17,46392,"male","white","35-64",2,0,2020-08-31
17,46394,"female","other","35-64",2,0,2020-08-31
17,46394,"female","other","65-74",1,0,2020-08-31
17,46394,"female","other","75+",1,0,2020-08-31
17,46394,"female","white","35-64",4,0,2020-08-31
17,46394,"female","white","65-74",1,0,2020-08-31
17,46394,"male","other","35-64",2,0,2020-08-31
17,46394,"male","white","35-64",1,0,2020-08-31
17,46394,"male","white","65-74",1,0,2020-08-31
17,46402,"male","black","35-64",1,0,2020-08-31
17,46403,"female","black","65-74",2,0,2020-08-31
17,46403,"female","black","75+",1,0,2020-08-31
17,46403,"male","black","75+",2,0,2020-08-31
17,46404,"female","black","35-64",5,0,2020-08-31
17,46404,"female","black","75+",1,0,2020-08-31
17,46404,"female","other","35-64",1,0,2020-08-31
17,46404,"male","black","35-64",1,0,2020-08-31
17,46404,"male","black","65-74",1,0,2020-08-31
17,46404,"male","white","65-74",1,0,2020-08-31
17,46405,"female","other","18-34",1,0,2020-08-31
17,46405,"female","other","35-64",2,0,2020-08-31
17,46405,"female","white","18-34",1,0,2020-08-31
17,46405,"female","white","35-64",2,0,2020-08-31
17,46405,"female","white","65-74",2,0,2020-08-31
17,46405,"male","other","65-74",1,0,2020-08-31
17,46405,"male","white","35-64",1,0,2020-08-31
17,46406,"female","black","65-74",1,0,2020-08-31
17,46406,"male","black","35-64",1,0,2020-08-31
17,46406,"male","white","65-74",2,0,2020-08-31
17,46407,"female","black","18-34",1,0,2020-08-31
17,46407,"female","black","75+",1,0,2020-08-31
17,46407,"female","other","18-34",1,0,2020-08-31
17,46407,"male","black","35-64",1,0,2020-08-31
17,46408,"female","black","35-64",3,0,2020-08-31
17,46408,"female","black","65-74",1,0,2020-08-31
17,46408,"female","black","75+",2,0,2020-08-31
17,46408,"female","white","35-64",1,0,2020-08-31
17,46408,"female","white","65-74",2,0,2020-08-31
17,46408,"male","black","0-17",1,0,2020-08-31
17,46408,"male","black","18-34",2,0,2020-08-31
17,46408,"male","black","35-64",1,0,2020-08-31
17,46408,"male","other","35-64",1,0,2020-08-31
17,46408,"male","white","35-64",5,0,2020-08-31
17,46408,"male","white","65-74",2,0,2020-08-31
17,46409,"female","black","35-64",2,0,2020-08-31
17,46409,"female","black","75+",1,0,2020-08-31
17,46410,"female","black","18-34",1,0,2020-08-31
17,46410,"female","black","35-64",2,0,2020-08-31
17,46410,"female","black","65-74",3,0,2020-08-31
17,46410,"female","other","18-34",1,0,2020-08-31
17,46410,"female","other","35-64",1,0,2020-08-31
17,46410,"female","other","75+",1,0,2020-08-31
17,46410,"female","white","35-64",3,0,2020-08-31
17,46410,"female","white","75+",4,0,2020-08-31
17,46410,"male","black","35-64",2,0,2020-08-31
17,46410,"male","black","65-74",1,0,2020-08-31
17,46410,"male","white","35-64",5,0,2020-08-31
17,46410,"male","white","65-74",6,0,2020-08-31
17,46410,"male","white","75+",1,0,2020-08-31
17,46530,"male","white","65-74",1,0,2020-08-31
17,47905,"female","white","75+",1,0,2020-08-31
17,47906,"female","white","35-64",1,0,2020-08-31
17,47963,"male","white","35-64",2,0,2020-08-31
17,47978,"male","white","65-74",1,0,2020-08-31
17,49128,"female","white","35-64",1,0,2020-08-31
17,60070,"female","white","35-64",1,0,2020-08-31
17,60401,"female","white","35-64",1,0,2020-08-31
17,60401,"female","white","65-74",2,0,2020-08-31
17,60401,"male","white","18-34",1,0,2020-08-31
17,60409,"female","other","75+",1,0,2020-08-31
17,60409,"female","white","35-64",1,0,2020-08-31
17,60409,"female","white","75+",1,0,2020-08-31
17,60409,"male","white","35-64",1,0,2020-08-31
17,60409,"male","white","65-74",1,0,2020-08-31
17,60411,"female","other","65-74",1,0,2020-08-31
17,60411,"female","white","35-64",1,0,2020-08-31
17,60411,"female","white","75+",1,0,2020-08-31
17,60411,"male","other","35-64",1,0,2020-08-31
17,60417,"female","white","75+",1,0,2020-08-31
17,60417,"male","white","35-64",2,0,2020-08-31
17,60417,"male","white","65-74",2,0,2020-08-31
17,60417,"male","white","75+",1,0,2020-08-31
17,60422,"male","white","65-74",1,0,2020-08-31
17,60423,"female","white","65-74",1,0,2020-08-31
17,60425,"female","black","18-34",1,0,2020-08-31
17,60425,"female","white","35-64",1,0,2020-08-31
17,60438,"female","black","35-64",2,0,2020-08-31
17,60438,"female","black","65-74",1,0,2020-08-31
17,60438,"female","white","65-74",2,0,2020-08-31
17,60438,"female","white","75+",2,0,2020-08-31
17,60438,"male","black","35-64",1,0,2020-08-31
17,60438,"male","white","35-64",1,0,2020-08-31
17,60438,"male","white","65-74",3,0,2020-08-31
17,60438,"male","white","75+",2,0,2020-08-31
17,60448,"female","white","35-64",2,0,2020-08-31
17,60449,"female","white","65-74",1,0,2020-08-31
17,60459,"female","other","35-64",1,0,2020-08-31
17,60473,"female","white","65-74",1,0,2020-08-31
17,60514,"male","white","35-64",1,0,2020-08-31
17,60615,"female","black","65-74",1,0,2020-08-31
17,60617,"female","other","65-74",1,0,2020-08-31
17,60617,"female","white","35-64",1,0,2020-08-31
17,60617,"male","black","35-64",1,0,2020-08-31
17,60617,"male","other","35-64",1,0,2020-08-31
17,60617,"male","other","65-74",1,0,2020-08-31
17,60617,"male","white","75+",1,0,2020-08-31
17,60619,"female","black","18-34",1,0,2020-08-31
17,60629,"female","other","18-34",1,0,2020-08-31
17,60634,"male","white","35-64",1,0,2020-08-31
17,60642,"female","white","35-64",1,0,2020-08-31
17,61880,"female","white","35-64",1,0,2020-08-31
17,77056,"female","black","18-34",1,0,2020-08-31
18,23602,"female","other","75+",1,0,2020-09-07
18,30016,"male","black","75+",1,0,2020-09-07
18,30171,"female","white","65-74",1,0,2020-09-07
18,33928,"female","white","65-74",1,0,2020-09-07
18,33928,"male","white","75+",1,0,2020-09-07
18,33954,"male","white","65-74",1,0,2020-09-07
18,33980,"female","white","65-74",1,0,2020-09-07
18,34668,"female","white","35-64",1,0,2020-09-07
18,46032,"female","white","65-74",1,0,2020-09-07
18,46032,"female","white","75+",1,0,2020-09-07
18,46184,"male","white","35-64",1,0,2020-09-07
18,46203,"female","white","75+",1,0,2020-09-07
18,46303,"female","other","18-34",1,0,2020-09-07
18,46303,"female","other","35-64",1,0,2020-09-07
18,46303,"female","white","18-34",1,0,2020-09-07
18,46303,"female","white","35-64",8,0,2020-09-07
18,46303,"female","white","65-74",6,0,2020-09-07
18,46303,"female","white","75+",1,0,2020-09-07
18,46303,"male","other","0-17",1,0,2020-09-07
18,46303,"male","other","35-64",1,0,2020-09-07
18,46303,"male","white","35-64",4,0,2020-09-07
18,46303,"male","white","65-74",2,0,2020-09-07
18,46303,"male","white","75+",2,0,2020-09-07
18,46304,"female","white","18-34",2,0,2020-09-07
18,46304,"female","white","35-64",3,0,2020-09-07
18,46304,"female","white","65-74",2,0,2020-09-07
18,46304,"female","white","75+",2,0,2020-09-07
18,46304,"male","white","35-64",2,0,2020-09-07
18,46304,"male","white","65-74",1,0,2020-09-07
18,46304,"male","white","75+",2,0,2020-09-07
18,46307,"female","black","35-64",2,0,2020-09-07
18,46307,"female","other","0-17",1,0,2020-09-07
18,46307,"female","other","18-34",1,0,2020-09-07
18,46307,"female","other","35-64",1,0,2020-09-07
18,46307,"female","white","18-34",9,0,2020-09-07
18,46307,"female","white","35-64",13,0,2020-09-07
18,46307,"female","white","65-74",12,0,2020-09-07
18,46307,"female","white","75+",8,0,2020-09-07
18,46307,"male","black","65-74",1,0,2020-09-07
18,46307,"male","other","18-34",1,0,2020-09-07
18,46307,"male","other","65-74",1,0,2020-09-07
18,46307,"male","white","35-64",14,0,2020-09-07
18,46307,"male","white","65-74",6,0,2020-09-07
18,46307,"male","white","75+",10,0,2020-09-07
18,46308,"male","white","75+",1,0,2020-09-07
18,46310,"female","white","18-34",1,0,2020-09-07
18,46310,"female","white","35-64",3,0,2020-09-07
18,46310,"female","white","65-74",3,0,2020-09-07
18,46310,"female","white","75+",1,0,2020-09-07
18,46310,"male","other","65-74",1,0,2020-09-07
18,46310,"male","other","75+",1,0,2020-09-07
18,46310,"male","white","35-64",2,0,2020-09-07
18,46310,"male","white","75+",3,0,2020-09-07
18,46311,"female","other","35-64",1,0,2020-09-07
18,46311,"female","other","65-74",1,0,2020-09-07
18,46311,"female","white","0-17",1,0,2020-09-07
18,46311,"female","white","18-34",4,0,2020-09-07
18,46311,"female","white","35-64",6,0,2020-09-07
18,46311,"female","white","65-74",6,0,2020-09-07
18,46311,"female","white","75+",6,0,2020-09-07
18,46311,"male","other","65-74",1,0,2020-09-07
18,46311,"male","white","0-17",1,0,2020-09-07
18,46311,"male","white","35-64",7,0,2020-09-07
18,46311,"male","white","65-74",5,0,2020-09-07
18,46312,"female","black","18-34",2,0,2020-09-07
18,46312,"female","black","35-64",5,0,2020-09-07
18,46312,"female","black","65-74",1,0,2020-09-07
18,46312,"female","black","75+",3,0,2020-09-07
18,46312,"female","other","18-34",5,0,2020-09-07
18,46312,"female","other","35-64",8,0,2020-09-07
18,46312,"female","other","75+",2,0,2020-09-07
18,46312,"female","white","18-34",1,0,2020-09-07
18,46312,"female","white","35-64",3,0,2020-09-07
18,46312,"female","white","65-74",1,0,2020-09-07
18,46312,"male","black","35-64",6,0,2020-09-07
18,46312,"male","black","65-74",2,0,2020-09-07
18,46312,"male","black","75+",3,0,2020-09-07
18,46312,"male","other","0-17",1,0,2020-09-07
18,46312,"male","other","35-64",3,0,2020-09-07
18,46312,"male","other","75+",3,0,2020-09-07
18,46312,"male","white","35-64",1,0,2020-09-07
18,46312,"male","white","75+",1,0,2020-09-07
18,46319,"female","black","35-64",1,0,2020-09-07
18,46319,"female","other","0-17",1,0,2020-09-07
18,46319,"female","other","65-74",1,0,2020-09-07
18,46319,"female","white","18-34",4,0,2020-09-07
18,46319,"female","white","35-64",10,0,2020-09-07
18,46319,"female","white","65-74",3,0,2020-09-07
18,46319,"female","white","75+",4,0,2020-09-07
18,46319,"male","black","18-34",1,0,2020-09-07
18,46319,"male","other","0-17",1,0,2020-09-07
18,46319,"male","white","35-64",8,0,2020-09-07
18,46319,"male","white","65-74",4,0,2020-09-07
18,46319,"male","white","75+",2,0,2020-09-07
18,46320,"female","black","18-34",2,0,2020-09-07
18,46320,"female","black","35-64",4,0,2020-09-07
18,46320,"female","black","65-74",1,0,2020-09-07
18,46320,"female","other","0-17",1,0,2020-09-07
18,46320,"female","other","18-34",3,0,2020-09-07
18,46320,"female","other","65-74",2,0,2020-09-07
18,46320,"female","white","18-34",1,0,2020-09-07
18,46320,"female","white","35-64",2,0,2020-09-07
18,46320,"female","white","65-74",1,0,2020-09-07
18,46320,"male","black","35-64",1,0,2020-09-07
18,46321,"female","black","35-64",3,0,2020-09-07
18,46321,"female","other","18-34",2,0,2020-09-07
18,46321,"female","other","35-64",3,0,2020-09-07
18,46321,"female","white","0-17",1,0,2020-09-07
18,46321,"female","white","18-34",4,0,2020-09-07
18,46321,"female","white","35-64",17,0,2020-09-07
18,46321,"female","white","65-74",10,0,2020-09-07
18,46321,"female","white","75+",13,0,2020-09-07
18,46321,"male","black","0-17",2,0,2020-09-07
18,46321,"male","other","35-64",2,0,2020-09-07
18,46321,"male","other","65-74",1,0,2020-09-07
18,46321,"male","other","75+",1,0,2020-09-07
18,46321,"male","white","0-17",2,0,2020-09-07
18,46321,"male","white","35-64",10,0,2020-09-07
